URL,ID,Försäljningspris(SEK),Säljare,Bränsle,Växellåda,Miltal (mil),Modellår,Modell,Plats,Märke,Rubrik,Modellvariant
https://www.blocket.se/mobility/item/14216446,14216446,319000,Företag,El,Automatisk,8700,2022,2,Göteborg,Polestar,"Polestar 2 Single M Fullutrustad / 20"" / 1 Ägare ***SÅLD***","Single M Fullutrustad / 20"" / 1 Ägare ***SÅLD***"
https://www.blocket.se/mobility/item/14301419,14301419,394900,Företag,El,Automatisk,3750,2022,2,Göteborg,Polestar,Polestar 2 Standard Range Single Motor Drag,Standard Range Single Motor Drag
https://www.blocket.se/mobility/item/19376582,19376582,314900,Företag,El,Automatisk,9929,2022,2,Göteborg,Polestar,Polestar 2 Long Range Single Motor 78kWh Plus,Long Range Single Motor 78kWh Plus
https://www.blocket.se/mobility/item/19422142,19422142,299000,Företag,El,Automatisk,4786,2022,2,Göteborg,Polestar,"Polestar 2 Standard Range Single Motor 64kWh, Navigation","Standard Range Single Motor 64kWh, Navigation"
https://www.blocket.se/mobility/item/19433890,19433890,319900,Företag,El,Automatisk,8614,2022,2,Göteborg,Polestar,"Polestar 2 Long Range Single Motor Dragkrok, Navigation","Long Range Single Motor Dragkrok, Navigation"
https://www.blocket.se/mobility/item/18509677,18509677,379900,Företag,El,Automatisk,5800,2022,2,Göteborg,Polestar,"Polestar 2 Long Range Dual Motor Plus, Pilot, Performa drag","Long Range Dual Motor Plus, Pilot, Performa drag"
https://www.blocket.se/mobility/item/19553670,19553670,362900,Företag,El,Automatisk,5289,2022,2,Göteborg,Polestar,Polestar 2 Long Range Single Motor 78kWh Plus,Long Range Single Motor 78kWh Plus
https://www.blocket.se/mobility/item/19532082,19532082,299900,Företag,El,Automatisk,11589,2022,2,Göteborg,Polestar,"Polestar 2 Long Range Single Motor *,99% Räntekampanj* Pilot Plus","Long Range Single Motor *,99% Räntekampanj* Pilot Plus"
https://www.blocket.se/mobility/item/18279937,18279937,324900,Företag,El,Automatisk,6951,2022,2,Göteborg,Polestar,Polestar 2 Long Range 231hk Värmare Kamera CarPlay MOMS,Long Range 231hk Värmare Kamera CarPlay MOMS
https://www.blocket.se/mobility/item/19389024,19389024,319900,Företag,El,Automatisk,7290,2022,2,Göteborg,Polestar,Polestar 2 Long Range 231hk Pilot Plus Pano Drag H/K 360°,Long Range 231hk Pilot Plus Pano Drag H/K 360°
https://www.blocket.se/mobility/item/14599475,14599475,419900,Företag,El,Automatisk,3567,2022,2,Haninge,Polestar,"Polestar 2 LONG RANGE DUAL MOTOR PERFORMANCE, PLUS","LONG RANGE DUAL MOTOR PERFORMANCE, PLUS"
https://www.blocket.se/mobility/item/19261357,19261357,339900,Företag,El,Automatisk,8806,2022,2,Helsingborg,Polestar,Polestar 2 Long Range Dual Motor 78kWh Plus pilot,Long Range Dual Motor 78kWh Plus pilot
https://www.blocket.se/mobility/item/18099100,18099100,294700,Företag,El,Automatisk,10040,2022,2,Helsingborg,Polestar,Polestar 2 Long Range Single Motor Pano H/K Moms 231hk,Long Range Single Motor Pano H/K Moms 231hk
https://www.blocket.se/mobility/item/19399122,19399122,377900,Företag,El,Automatisk,5442,2022,2,Hisings Backa,Polestar,Polestar 2 Long Range Dual Motor Plus,Long Range Dual Motor Plus
https://www.blocket.se/mobility/item/19583728,19583728,384900,Företag,El,Automatisk,8635,2022,2,Hisings Backa,Polestar,Polestar 2 Long Range Dual Motor 78kWh Plus,Long Range Dual Motor 78kWh Plus
